Category,Year,Avg Price USD,Units Sold,Dollar Sales UD,YOY % Change
Laser Masks,2010,41.1,178726,"$7,346,524.00",19.32
Laser Masks,2023,82.25,1813329,"$149,000,000.00",15.26
Laser Masks,2008,107.95,4231140,"$457,000,000.00",10.89
Laser Masks,2014,76.72,8074712,"$619,000,000.00",17.12
Laser Masks,2021,90.14,9610555,"$866,000,000.00",10.7
Laser Masks,2007,25.52,492264,"$12,561,693.00",6.2
Laser Masks,2001,113.97,6390810,"$728,000,000.00",15.01
Laser Masks,2023,30.65,656978,"$20,135,664.00",-5.49
Laser Masks,2009,26.11,7964149,"$208,000,000.00",-4.89
Laser Masks,2002,39.57,3971110,"$157,000,000.00",-5.8
Laser Masks,2007,101.84,8056115,"$820,000,000.00",-1.34
Laser Masks,2020,114.27,5438779,"$621,000,000.00",15.78
Laser Masks,2005,47.13,8963037,"$422,000,000.00",-7.36
Laser Masks,2003,78.26,4815358,"$377,000,000.00",9.18
Laser Masks,2021,93.25,8275765,"$772,000,000.00",-4.08
Laser Masks,2022,112.07,8896806,"$997,000,000.00",-0.65
Laser Masks,2010,58.55,4130501,"$242,000,000.00",0.96
Laser Masks,2012,106.49,5515580,"$587,000,000.00",-0.58
Laser Masks,2014,77.55,9689680,"$751,000,000.00",11.78
Laser Masks,2001,112.14,8352575,"$937,000,000.00",-0.8
Laser Masks,2019,48,4683364,"$225,000,000.00",3.91
Laser Masks,2000,103.28,5005302,"$517,000,000.00",8.13
Laser Masks,2015,12.71,3968413,"$50,452,440.00",5.88
Laser Masks,2024,116.42,9761981,"$1,140,000,000.00",-2.58
Laser Masks,2007,69.93,536082,"$37,487,710.00",13.2
Laser Masks,2017,86.92,2363764,"$205,000,000.00",13.03
Laser Masks,2004,73.57,3194658,"$235,000,000.00",16.08
Laser Masks,2015,28.41,2964009,"$84,195,446.00",1.74
Laser Masks,2017,22,7545456,"$166,000,000.00",13.29
Laser Masks,2012,47.98,5033695,"$242,000,000.00",-5.53
Laser Masks,2018,113.51,1040642,"$118,000,000.00",19.58
Laser Masks,2023,11.71,4472806,"$52,381,206.00",4.71
Laser Masks,2016,67.42,4422487,"$298,000,000.00",18.14
Laser Masks,2016,77.81,6973293,"$543,000,000.00",11.04
Laser Masks,2018,56.56,9346497,"$529,000,000.00",-4.19
Laser Masks,2010,58.23,5013952,"$292,000,000.00",5.45
Laser Masks,2017,27.54,7524439,"$207,000,000.00",12.42
Laser Masks,2010,71.19,3920254,"$279,000,000.00",14.92
Laser Masks,2021,57.9,2745147,"$159,000,000.00",13.43
Laser Masks,2003,69.91,8661565,"$606,000,000.00",4.07
Laser Masks,2020,58.55,9183710,"$538,000,000.00",7.29
Laser Masks,2011,113.78,7102256,"$808,000,000.00",5.53
Laser Masks,2013,44.31,9414524,"$417,000,000.00",9.3
Laser Masks,2017,114.12,1731556,"$198,000,000.00",7.46
Laser Masks,2011,119.07,9743831,"$1,160,000,000.00",14.83
Laser Masks,2003,28.61,7180752,"$205,000,000.00",3.75
Laser Masks,2020,104.71,4998349,"$523,000,000.00",18.32
Laser Masks,2018,73.95,6964741,"$515,000,000.00",16.76
Laser Masks,2009,104.09,1008853,"$105,000,000.00",-0.85
Laser Masks,2018,99.99,5178584,"$518,000,000.00",-1.94
Laser Masks,2020,18.87,1456655,"$27,484,832.00",19.14
Laser Masks,2005,41.14,4238651,"$174,000,000.00",8.94
Laser Masks,2012,91.74,6513555,"$598,000,000.00",15.68
Laser Masks,2018,24.95,9709721,"$242,000,000.00",14.32
Laser Masks,2001,17.33,1099371,"$19,055,112.00",-1.3
Laser Masks,2001,17.74,7788426,"$138,000,000.00",-0.66
Laser Masks,2013,113.87,3221511,"$367,000,000.00",1.88
Laser Masks,2019,26.21,2510366,"$65,788,543.00",2.57
Laser Masks,2018,28.91,118398,"$3,422,406.00",12.77
Laser Masks,2016,39.89,5139285,"$205,000,000.00",2.94
Laser Masks,2006,48.43,9478910,"$459,000,000.00",3.9
Laser Masks,2020,49.96,5482440,"$274,000,000.00",5.82
Laser Masks,2006,51.14,2922638,"$149,000,000.00",-4.17
Laser Masks,2005,83.82,9512342,"$797,000,000.00",-7.22
Laser Masks,2007,16.33,5914000,"$96,600,449.00",8.6
Laser Masks,2001,108.72,5969949,"$649,000,000.00",-1.42
Laser Masks,2015,103.21,7211679,"$744,000,000.00",-4.49
Laser Masks,2001,14.9,2692007,"$40,106,507.00",18.09
Laser Masks,2016,11.96,5854228,"$70,020,964.00",1.14
Laser Masks,2018,55.52,5955415,"$331,000,000.00",12.7
Laser Masks,2005,111.3,5534783,"$616,000,000.00",8.86
Laser Masks,2002,103.36,6142209,"$635,000,000.00",6.06
Laser Masks,2016,42.87,1807798,"$77,508,776.00",1.84
Laser Masks,2010,109,9092710,"$991,000,000.00",12.83
Laser Masks,2001,41.04,7165510,"$294,000,000.00",-5.99
Laser Masks,2004,81.31,1440865,"$117,000,000.00",9.2
Laser Masks,2009,119.18,5339799,"$636,000,000.00",18.28
Laser Masks,2024,49.58,2077971,"$103,000,000.00",-7.9
Laser Masks,2024,97.89,737241,"$72,165,555.00",-6.6
Laser Masks,2019,97.76,9280127,"$907,000,000.00",-7.82
Laser Masks,2012,28.83,6569901,"$189,000,000.00",1.72
Laser Masks,2022,64.96,6635365,"$431,000,000.00",9.57
Laser Masks,2007,61.62,9377302,"$578,000,000.00",-7.54
Laser Masks,2011,87.42,6165958,"$539,000,000.00",12.39
Laser Masks,2023,47.03,256388,"$12,058,067.00",9.99
Laser Masks,2021,72.59,4246288,"$308,000,000.00",19.39
Laser Masks,2018,113,2252674,"$255,000,000.00",15.97
Laser Masks,2008,84.81,7952187,"$674,000,000.00",18.09
Laser Masks,2020,18.76,3848760,"$72,214,707.00",8.96
Laser Masks,2022,81.68,7345741,"$600,000,000.00",2.54
Laser Masks,2012,117.81,5485551,"$646,000,000.00",-4.78
Laser Masks,2001,101.93,1671943,"$170,000,000.00",7.73
Laser Masks,2010,103.88,1551828,"$161,000,000.00",10.01
Laser Masks,2005,88.96,5514283,"$491,000,000.00",-7.82
Laser Masks,2018,70.47,8759317,"$617,000,000.00",13.41
Laser Masks,2012,99.26,5633022,"$559,000,000.00",11.35
Laser Masks,2011,18.12,7235664,"$131,000,000.00",19.82
Laser Masks,2019,24.25,1993737,"$48,351,209.00",18.34
Laser Masks,2011,54.73,8800621,"$482,000,000.00",7.73
Laser Masks,2014,104.22,8843195,"$922,000,000.00",1.65
Laser Masks,2002,51.79,9224764,"$478,000,000.00",15.05
Laser Masks,2022,29.83,7279048,"$217,000,000.00",2.72
Laser Masks,2023,111.85,1221303,"$137,000,000.00",7.89
Laser Masks,2006,27.2,3803000,"$103,000,000.00",5.68
Laser Masks,2006,80.74,9996956,"$807,000,000.00",13.38
Laser Masks,2010,65.91,1459680,"$96,209,250.00",-3.71
Laser Masks,2005,65.9,2725465,"$180,000,000.00",-6.53
Laser Masks,2000,89.94,4137992,"$372,000,000.00",13.32
Laser Masks,2016,43.47,1282414,"$55,740,706.00",-5.74
Laser Masks,2003,77.24,9568180,"$739,000,000.00",6.05
Laser Masks,2023,94.6,5344227,"$506,000,000.00",3.6
Laser Masks,2005,118.38,4197652,"$497,000,000.00",17.67
Laser Masks,2015,39.85,8037435,"$320,000,000.00",12.49
Laser Masks,2011,84.71,4042671,"$342,000,000.00",8.6
Laser Masks,2000,116.17,7724655,"$897,000,000.00",9.53
Laser Masks,2017,99.18,9084262,"$901,000,000.00",-6.76
Laser Masks,2023,51.36,3589451,"$184,000,000.00",-5.47
Laser Masks,2019,41.32,7745325,"$320,000,000.00",15.69
Laser Masks,2012,108.27,7043818,"$763,000,000.00",10.37
Laser Masks,2009,31.79,1786787,"$56,795,129.00",8.95
Laser Masks,2007,12.3,7735620,"$95,160,344.00",-6.94
Laser Masks,2014,15.56,3858689,"$60,029,893.00",8.74
Laser Masks,2017,92.35,6180080,"$571,000,000.00",9.03
Laser Masks,2006,95.26,2096664,"$200,000,000.00",1.03
Laser Masks,2010,30.92,3766236,"$116,000,000.00",13.06
Laser Masks,2022,36.6,4317226,"$158,000,000.00",14.56
Laser Masks,2005,18.18,5069877,"$92,161,334.00",-3
Laser Masks,2005,27.64,9387763,"$260,000,000.00",17.38
Laser Masks,2002,53.62,4307363,"$231,000,000.00",12.97
Laser Masks,2004,12.52,3223077,"$40,348,569.00",10.24
Laser Masks,2021,46.32,7133616,"$330,000,000.00",-6.76
Laser Masks,2020,43.07,7462748,"$321,000,000.00",12.19
Laser Masks,2019,106.74,8758504,"$935,000,000.00",14.45
Laser Masks,2004,34.86,2293842,"$79,953,229.00",11.77
Laser Masks,2005,102.78,823796,"$84,671,839.00",17.81
Laser Masks,2023,94.83,3314286,"$314,000,000.00",15.87
Laser Masks,2002,90.26,9337120,"$843,000,000.00",14.76
Laser Masks,2018,98.78,2561549,"$253,000,000.00",-7.42
Laser Masks,2004,53.62,9427833,"$506,000,000.00",9.85
Laser Masks,2019,19.31,1353199,"$26,130,568.00",2.9
Laser Masks,2021,34.44,5962084,"$205,000,000.00",18.63
Laser Masks,2008,115.34,6563510,"$757,000,000.00",13.98
Laser Masks,2014,50.25,7682457,"$386,000,000.00",3.99
Laser Masks,2001,117.61,7909150,"$930,000,000.00",0.21
Laser Masks,2009,56.56,1688146,"$95,475,938.00",9.66
Laser Masks,2011,25.47,3200803,"$81,535,572.00",4.11
Laser Masks,2011,79.85,133764,"$10,681,262.00",-4.48
Laser Masks,2014,24.34,1842486,"$44,839,500.00",-2.45
Laser Masks,2024,48.5,1470269,"$71,314,659.00",-5.94
Laser Masks,2005,82.3,6149351,"$506,000,000.00",2.48
Laser Masks,2006,73.93,8486184,"$627,000,000.00",10.17
Laser Masks,2009,12.15,1767707,"$21,469,473.00",-5.8
Laser Masks,2000,76.42,3907859,"$299,000,000.00",14.6
Laser Masks,2003,30.64,9983617,"$306,000,000.00",7.07
Laser Masks,2023,83.69,2848735,"$238,000,000.00",13.83
Laser Masks,2014,51.78,4963883,"$257,000,000.00",13.15
Laser Masks,2023,11.96,2824292,"$33,772,627.00",1.26
Laser Masks,2002,68.47,8244349,"$565,000,000.00",0.02
Laser Masks,2007,84.05,3795296,"$319,000,000.00",16.97
Laser Masks,2013,44.33,9349421,"$414,000,000.00",0.25
Laser Masks,2001,92.28,6593771,"$608,000,000.00",-6.84
Laser Masks,2000,14.09,4875083,"$68,710,434.00",8.57
Laser Masks,2021,74.48,8870125,"$661,000,000.00",1.21
Laser Masks,2016,51.56,918341,"$47,351,099.00",0.29
Laser Masks,2020,54.33,907508,"$49,302,000.00",8.25
Laser Masks,2004,33.58,9204769,"$309,000,000.00",19.11
Laser Masks,2002,56.94,9431109,"$537,000,000.00",10.4
Laser Masks,2005,70.53,2923371,"$206,000,000.00",13
Laser Masks,2001,58.96,8574256,"$506,000,000.00",14.94
Laser Masks,2022,94.94,3698406,"$351,000,000.00",4.29
Laser Masks,2023,62.21,6202393,"$386,000,000.00",11.6
Laser Masks,2003,20.88,4339379,"$90,591,845.00",9.95
Laser Masks,2001,13.05,2975774,"$38,834,509.00",1.15
Laser Masks,2020,116.06,5418092,"$629,000,000.00",6.98
Laser Masks,2020,15.17,6767067,"$103,000,000.00",1.19
Laser Masks,2018,116.95,6518325,"$762,000,000.00",0.06
Laser Masks,2014,62.87,8791058,"$553,000,000.00",-2.93
Laser Masks,2007,78.4,5140368,"$403,000,000.00",4.31
Laser Masks,2003,77.41,9211989,"$713,000,000.00",4.22
Laser Masks,2006,42.06,6929680,"$291,000,000.00",16.5
Laser Masks,2019,22.93,2693489,"$61,753,070.00",4.49
Laser Masks,2002,93.47,8200554,"$766,000,000.00",-6.06
Laser Masks,2000,104.09,5475782,"$570,000,000.00",12.77
Laser Masks,2019,25.12,4681831,"$118,000,000.00",8.14
Laser Masks,2012,87.96,9309202,"$819,000,000.00",-7.32
Laser Masks,2018,34.47,748277,"$25,795,531.00",-5.32
Laser Masks,2014,11.23,6296441,"$70,704,054.00",19.5
Laser Masks,2013,39.79,8236192,"$328,000,000.00",18.62
Laser Masks,2001,63.74,3986996,"$254,000,000.00",18.87
Laser Masks,2009,112.7,6331506,"$714,000,000.00",-7.1
Laser Masks,2013,68.35,2053973,"$140,000,000.00",4.15
Laser Masks,2003,68.89,7360633,"$507,000,000.00",-5.96
Laser Masks,2016,65.58,6593714,"$432,000,000.00",-2.08
Laser Masks,2000,83.12,5948905,"$494,000,000.00",-5.38
Laser Masks,2000,73.27,7823853,"$573,000,000.00",8.71
Laser Masks,2016,108.59,7805461,"$848,000,000.00",-7.93
Laser Masks,2000,62.05,1317267,"$81,738,388.00",-2.01
Laser Masks,2017,63.2,3823647,"$242,000,000.00",16.6
Laser Masks,2014,37.67,9897910,"$373,000,000.00",0.92
Laser Masks,2016,85.13,9875648,"$841,000,000.00",5.38
Laser Masks,2011,109.98,9139374,"$1,010,000,000.00",-4.19
Laser Masks,2015,93.51,7604818,"$711,000,000.00",7.86
Laser Masks,2020,98.13,2437952,"$239,000,000.00",11.01
Laser Masks,2007,28.31,762203,"$21,576,800.00",3.74
Laser Masks,2000,21.47,9216981,"$198,000,000.00",11.78
Laser Masks,2010,77.53,5803513,"$450,000,000.00",10.79
Laser Masks,2005,84.9,8649735,"$734,000,000.00",-3.24
Laser Masks,2016,22.01,2148128,"$47,273,174.00",-4.19
Laser Masks,2009,18.07,2212027,"$39,972,686.00",-4.77
Laser Masks,2010,42.71,3347532,"$143,000,000.00",8.97
Laser Masks,2010,66.41,4268626,"$283,000,000.00",9.73
Laser Masks,2015,67.01,9969047,"$668,000,000.00",1.25
Laser Masks,2017,36.18,2929639,"$106,000,000.00",-5.55
Laser Masks,2008,88.35,8899650,"$786,000,000.00",17.31
Laser Masks,2012,49.84,7473728,"$373,000,000.00",4.63
Laser Masks,2015,104.14,7394361,"$770,000,000.00",19.56
Laser Masks,2017,71.2,3505871,"$250,000,000.00",0.79
Laser Masks,2020,72.08,1585827,"$114,000,000.00",0.08
Laser Masks,2023,87.32,7079134,"$618,000,000.00",11.37
Laser Masks,2001,32.76,6373652,"$209,000,000.00",-1.47
Laser Masks,2018,73.45,8160734,"$599,000,000.00",-1.04
Laser Masks,2009,110.39,1445968,"$160,000,000.00",-6.67
Laser Masks,2010,80.66,3931405,"$317,000,000.00",7.35
Laser Masks,2000,84.3,9635173,"$812,000,000.00",18.31
Laser Masks,2003,50.82,2737181,"$139,000,000.00",13.8
Laser Masks,2003,97.16,2452518,"$238,000,000.00",-3.47
Laser Masks,2000,76.6,8351470,"$640,000,000.00",2.08
Laser Masks,2017,34.79,6212576,"$216,000,000.00",8.76
Laser Masks,2000,46.73,5326330,"$249,000,000.00",11.5
Laser Masks,2021,18.32,1777240,"$32,566,182.00",-5.85
Laser Masks,2004,116,9797073,"$1,140,000,000.00",-2.45
Laser Masks,2018,33.03,8991786,"$297,000,000.00",9.58
Laser Masks,2018,46.73,5413317,"$253,000,000.00",15.18
Laser Masks,2003,39.92,9755620,"$389,000,000.00",-2.18
Laser Masks,2010,21.33,7789427,"$166,000,000.00",-2.39
Laser Masks,2006,76.15,5226396,"$398,000,000.00",2.32
Laser Masks,2002,101.97,6790167,"$692,000,000.00",7.76
Laser Masks,2009,24.82,1715041,"$42,564,766.00",-1.49
Laser Masks,2015,42.1,1017542,"$42,835,501.00",18.78
Laser Masks,2024,27.16,3638746,"$98,813,130.00",13.78
Laser Masks,2022,88.24,7502930,"$662,000,000.00",-1.95
Laser Masks,2011,95.31,8124549,"$774,000,000.00",1
Laser Masks,2014,84.36,8496269,"$717,000,000.00",16.95
Laser Masks,2016,20.56,9880544,"$203,000,000.00",11.59
Laser Masks,2022,102.78,4766946,"$490,000,000.00",12.12
Laser Masks,2017,88.58,1326995,"$118,000,000.00",-5.99
Laser Masks,2010,108.33,2225705,"$241,000,000.00",2.71
Laser Masks,2017,53.85,4328167,"$233,000,000.00",18.83
Laser Masks,2016,31.32,3948389,"$124,000,000.00",-3.9
Laser Masks,2006,62.75,9513861,"$597,000,000.00",15.18
Laser Masks,2002,22.51,3107599,"$69,944,897.00",-0.08
Laser Masks,2003,30.11,9976132,"$300,000,000.00",-3.08
Laser Masks,2016,25.96,2806347,"$72,852,922.00",18.05
Laser Masks,2000,105.44,9827367,"$1,040,000,000.00",3.01
Laser Masks,2002,104.98,5356899,"$562,000,000.00",-3.2
Laser Masks,2017,88.65,3598424,"$319,000,000.00",-2.05
Laser Masks,2023,23.75,9404208,"$223,000,000.00",14.71
Laser Masks,2016,65,1313817,"$85,392,880.00",5.9
Laser Masks,2011,10.15,4400069,"$44,666,669.00",13.57
Laser Masks,2009,13.36,1769952,"$23,643,590.00",-4.46
Laser Masks,2007,17,7084797,"$120,000,000.00",-7.1
Laser Masks,2003,30.67,4973587,"$153,000,000.00",-1.03
Laser Masks,2011,55.96,5518894,"$309,000,000.00",16.35
Laser Masks,2002,87.48,2735063,"$239,000,000.00",8.95
Laser Masks,2005,10.83,209369,"$2,266,966.00",13.12
Laser Masks,2007,79.93,9698299,"$775,000,000.00",5.34
Laser Masks,2009,100.71,6462306,"$651,000,000.00",18.18
Laser Masks,2019,58.33,539246,"$31,454,024.00",16.59
Laser Masks,2005,85.16,4694573,"$400,000,000.00",5.06
Laser Masks,2011,114.15,3001797,"$343,000,000.00",15.25
Laser Masks,2003,26.31,8411142,"$221,000,000.00",-0.3
Laser Masks,2001,94.52,3111400,"$294,000,000.00",8.72
Laser Masks,2021,96.48,969714,"$93,557,828.00",19.56
Laser Masks,2008,15.7,740989,"$11,634,442.00",11.36
Laser Masks,2002,109.62,642825,"$70,465,768.00",11.95
Laser Masks,2006,60,3348586,"$201,000,000.00",1.5
Laser Masks,2002,99.96,9018947,"$901,000,000.00",16.36
Laser Masks,2006,51.49,1596473,"$82,207,362.00",7.38
Laser Masks,2012,54.16,2130465,"$115,000,000.00",12.35
Laser Masks,2023,11.01,6884400,"$75,814,462.00",12.43
Laser Masks,2001,110.93,4436073,"$492,000,000.00",-6.29
Laser Masks,2017,16.01,7970994,"$128,000,000.00",10.22
Laser Masks,2018,108.32,3155148,"$342,000,000.00",12.5
Laser Masks,2002,38.24,1320449,"$50,497,688.00",-3.51
Laser Masks,2016,104.69,3648041,"$382,000,000.00",4.79
Laser Masks,2008,61.42,8879226,"$545,000,000.00",13
Laser Masks,2018,97.58,6016985,"$587,000,000.00",15.38
Laser Masks,2021,86.86,8943797,"$777,000,000.00",17.44
Laser Masks,2024,80.78,2853355,"$230,000,000.00",-4.14
Laser Masks,2016,35.82,5816814,"$208,000,000.00",7.58
Laser Masks,2012,90.8,2229949,"$202,000,000.00",4.82
Laser Masks,2012,21.58,5147790,"$111,000,000.00",0.64
Laser Masks,2013,112.32,3695511,"$415,000,000.00",19.13
Laser Masks,2002,39.46,664265,"$26,210,369.00",2.86
Laser Masks,2019,113.49,6762574,"$767,000,000.00",-4.2
Laser Masks,2016,69.21,1382723,"$95,698,811.00",19.95
Laser Masks,2024,54.39,6886820,"$375,000,000.00",14.6
Laser Masks,2008,43.87,4452172,"$195,000,000.00",8.77
Laser Masks,2022,77.39,4574861,"$354,000,000.00",-7.29
Laser Masks,2012,101.67,9940514,"$1,010,000,000.00",12.01
Laser Masks,2023,66.62,6291368,"$419,000,000.00",17.75
Laser Masks,2015,101.57,7849584,"$797,000,000.00",17.97
Laser Masks,2007,100.78,7038035,"$709,000,000.00",1
Laser Masks,2013,59.84,8163162,"$489,000,000.00",7.23
Laser Masks,2002,54.58,1386158,"$75,659,039.00",-6.05
Laser Masks,2023,107.9,3946513,"$426,000,000.00",11.63
Laser Masks,2011,23.85,9296897,"$222,000,000.00",12.22
Laser Masks,2000,51.91,3762404,"$195,000,000.00",11.38
Laser Masks,2011,62.72,5812394,"$365,000,000.00",-0.92
Laser Masks,2000,39.45,2335746,"$92,141,466.00",-2.02
Laser Masks,2016,73.77,7795336,"$575,000,000.00",12.1
Laser Masks,2022,17.98,8145313,"$146,000,000.00",-3.74
Laser Masks,2012,65.58,1707939,"$112,000,000.00",19.78
Laser Masks,2016,46.57,6613890,"$308,000,000.00",0.43
Laser Masks,2009,51.95,5000605,"$260,000,000.00",2.7
Laser Masks,2024,69.38,5562094,"$386,000,000.00",1.85
Laser Masks,2021,68.65,5032559,"$345,000,000.00",10.63
Laser Masks,2021,31.62,3747176,"$118,000,000.00",18.07
Laser Masks,2002,119.44,6010304,"$718,000,000.00",11.1
Laser Masks,2011,102.4,5470771,"$560,000,000.00",8.61
Laser Masks,2024,81.84,3961581,"$324,000,000.00",10.76
Laser Masks,2018,39.81,1685589,"$67,106,861.00",-6.43
Laser Masks,2006,20.94,2208065,"$46,233,324.00",17.31
Laser Masks,2016,28,1166687,"$32,665,863.00",14.14
Laser Masks,2011,44.97,2775010,"$125,000,000.00",0.77
Laser Masks,2018,13.87,3650894,"$50,633,342.00",4.89
Laser Masks,2019,34.09,9836734,"$335,000,000.00",-6.4
Laser Masks,2019,78.43,659642,"$51,735,539.00",18.25
Laser Masks,2019,95.73,8371520,"$801,000,000.00",12.83
Laser Masks,2006,99.33,1327836,"$132,000,000.00",16.87
Laser Masks,2004,55.03,5818224,"$320,000,000.00",19.34
Laser Masks,2000,36.83,7110182,"$262,000,000.00",-6.56
Laser Masks,2024,96.51,6190787,"$597,000,000.00",-2.68
Laser Masks,2019,79.89,965744,"$77,154,589.00",3.42
Laser Masks,2018,112.9,3606136,"$407,000,000.00",2.34
Laser Masks,2004,13.12,9506954,"$125,000,000.00",-5.01
Laser Masks,2010,98.85,953807,"$94,288,306.00",4.36
Laser Masks,2012,12.35,8833701,"$109,000,000.00",-4.1
Laser Masks,2019,62.87,7002707,"$440,000,000.00",16.46
Laser Masks,2003,53.94,7342481,"$396,000,000.00",3.29
Laser Masks,2024,80.67,6444210,"$520,000,000.00",-1.03
Laser Masks,2008,16.54,1811090,"$29,954,342.00",-1.61
Laser Masks,2013,89.79,1340220,"$120,000,000.00",1.87
Laser Masks,2002,85.45,1090035,"$93,146,552.00",-4.84
Laser Masks,2023,11.83,1193688,"$14,117,616.00",10.09
Laser Masks,2007,79.84,2030820,"$162,000,000.00",-6.17
Laser Masks,2017,58.87,3259684,"$192,000,000.00",18.23
Laser Masks,2006,29.75,9642395,"$287,000,000.00",17.1
Laser Masks,2010,78.89,2100005,"$166,000,000.00",15.03
Laser Masks,2023,114.27,2023534,"$231,000,000.00",-1.85
Laser Masks,2015,90.54,1727896,"$156,000,000.00",4.79
Laser Masks,2015,69.66,4555034,"$317,000,000.00",10.61
Laser Masks,2020,16.54,2037661,"$33,702,228.00",-4.85
Laser Masks,2023,89.95,6520886,"$587,000,000.00",16.53
Laser Masks,2002,75.27,8399246,"$632,000,000.00",3.27
Laser Masks,2009,84.4,657210,"$55,469,617.00",-7.14
Laser Masks,2024,40,7959926,"$318,000,000.00",6.07
Laser Masks,2011,55.51,5445907,"$302,000,000.00",-6.96
Laser Masks,2003,11.08,160086,"$1,774,109.00",8.76
Laser Masks,2019,96.56,2560630,"$247,000,000.00",0.64
Laser Masks,2014,32.94,3603799,"$119,000,000.00",3.04
